"sex","age","weight","height","classes"
"Male",20,209.2,73.4,7
"Female",18,187.1,60.2,4
"Male",21,274.2,71.8,4
"Female",18,126.6,62.3,3
"Female",20,195.3,63.1,3
"Male",21,174.7,69.5,6
"Male",21,194,70.3,2
"Male",19,168.3,66.7,3
"Female",22,113.9,65.6,6
"Male",17,151.9,71.5,2
"Female",22,143,70.2,3
"Male",17,150.1,65.8,2
"Female",19,125.3,64.4,5
"Male",22,212.5,78.8,3
"Male",22,193.7,64.9,4
"Female",19,142.9,63,4
"Male",22,168.2,65,2
"Female",17,230.6,63.6,5
"Female",21,155.4,66.9,5
"Female",18,109.6,61.7,3
"Male",17,205,65.6,3
"Female",19,156.7,72.3,5
"Male",18,145.4,69.2,4
"Male",22,202.5,72.7,4
"Male",18,144,73.5,3
"Male",19,156.6,65,2
"Male",18,184.3,70,3
"Female",17,115.8,69.3,6
"Male",19,165.9,73.1,3
"Female",18,179.1,57.2,3
"Male",20,175.1,64,3
"Male",22,214.8,66.1,7
"Female",19,190.7,65.1,3
"Male",22,108.1,68,4
"Female",19,170.4,64.7,3
"Male",17,180.1,68.4,5
"Female",19,189.6,69.9,2
"Male",19,201.2,64.3,2
"Female",19,98,67,2
"Male",19,199.2,75.6,2
"Female",17,192.2,66.8,3
"Male",18,138.9,71.3,3
"Female",20,165.9,62.9,5
"Male",22,170.8,61.8,5
"Female",19,143.1,66,3
"Male",20,181.5,74.1,3
"Female",19,116.3,62.8,4
"Male",21,245.5,66.3,5
"Female",17,156.9,60.5,3
"Female",18,184.7,63.2,4
"Female",21,134,66.6,2
"Male",19,171,69.7,4
"Female",20,147.4,65.1,4
"Male",18,101.6,72.5,3
"Male",19,234.4,70.1,3
"Female",21,168.1,63.6,2
"Female",19,164.3,63,2
"Female",21,185.3,64.8,4
"Female",21,186.1,64.9,2
"Male",22,152.9,64.1,6
"Female",22,194.4,66.1,4
"Female",18,158.1,63,5
"Female",20,125,66.2,5
"Male",19,244.8,73,2
"Female",18,136.5,68.2,5
"Female",22,167.7,66.5,2
"Male",22,110.4,71.5,3
"Female",21,111.5,63.8,2
"Male",18,197.6,74.6,2
"Female",18,145.9,64.7,3
"Female",17,161.5,69.5,4
"Female",18,142.4,58.6,6
"Female",20,162.7,65.6,3
"Male",21,217.8,72.1,4
"Male",19,135.5,73.5,7
"Female",17,168.2,61.7,3
"Male",18,191.1,61.1,2
"Female",18,111,64.4,6
"Male",18,234.2,69.8,6
"Female",22,104,66.8,4
"Female",21,137.7,64.3,2
"Male",19,181.1,70.4,2
"Female",19,116.2,70.6,5
"Female",21,153.1,64.5,5
"Female",18,145.8,62.9,5
"Male",17,185.6,74.6,2
"Female",20,165,66.2,3
"Male",19,164.3,72.5,3
"Female",22,117,65,2
"Male",20,174.5,65.3,6
"Female",20,123.3,64.4,4
"Male",19,180.9,65.6,5
"Female",20,113.4,67.5,2
"Male",21,136.4,75.8,3
"Female",22,111.9,63.7,4
"Male",22,156.6,70.7,3
"Male",17,164.9,71.7,3
"Female",19,155.6,70.7,5
"Male",19,209.6,68.7,4
"Female",22,115,69.6,4
"Male",19,133.1,63.5,3
"Male",21,209.8,75,3
"Male",19,295.8,70.5,4
"Female",20,181,66.4,2
"Male",17,238.9,67.9,2
"Female",18,128.8,59.6,7
"Male",22,167.7,73.9,3
"Female",19,210.8,65.6,3
"Female",20,132.2,61.8,5
"Female",17,134,65.7,4
"Female",17,137,65.5,5
"Female",18,159.4,66.3,3
"Male",22,133.4,65.1,2
"Male",19,163.1,72.8,4
"Male",17,222.3,72.6,3
"Female",22,135.5,67.9,2
"Female",20,101.8,62.8,2
"Female",21,121.8,63.9,4
"Female",20,116.5,63.6,4
"Male",19,194.9,67,2
"Female",22,111.8,64.1,5
"Female",18,132.2,69.8,4
"Female",18,121.2,68.5,3
"Female",17,160.1,61.7,3
"Male",19,106.8,65.9,4
"Female",17,114.5,62.7,5
"Male",19,202.6,65.7,5
"Female",17,141.5,61.5,5
"Female",17,140,61.8,4
"Female",20,181,67.2,3
"Female",21,153.4,59.5,3
"Male",17,141,71.5,2
"Male",20,213.4,64.4,5
"Male",22,237.2,70.9,6
"Male",22,156.9,68.5,3
"Male",22,142.2,67.8,4
"Female",20,122.1,67.9,3
"Male",20,129.4,71,4
"Male",17,256.2,65.5,3
"Female",21,143.6,66.8,5
"Female",22,144.4,72.3,2
"Male",18,138.2,69,2
"Female",22,136.1,62.9,6
"Male",17,183.3,65.7,3
"Female",21,151.2,61.1,2
"Female",21,144.5,67.3,2
"Female",21,221,66.2,3
"Female",18,92.7,72,4
"Female",22,189.2,64.6,4
"Female",18,175.9,66.2,3
"Male",20,170.8,69.2,6
"Female",17,137.9,68.3,2
"Male",18,157.9,67.6,3
"Male",17,136.9,70.3,5
"Male",20,203.4,73.8,2
"Female",19,128.1,62.8,3
"Female",21,91.6,65.1,6
"Male",22,265.8,73.5,4
"Female",17,123.7,64.9,2
"Female",21,184.6,57.3,2
"Female",17,126.6,71.2,2
"Female",19,146.2,68.5,5
"Female",17,222.1,68.5,2
"Female",21,144.8,63.5,2
"Male",18,253,63.7,3
"Female",18,130.5,63,2
"Male",19,173.1,71.4,4
"Male",21,209.9,63.5,5
"Male",20,182.8,71.1,4
"Female",20,132,68.1,2
"Female",19,167.1,64.9,5
"Male",19,186.4,67.8,4
"Female",17,138.6,67.9,5
"Female",17,127.5,64.5,4
"Male",22,234.5,69.3,6
"Female",22,142.8,61.3,2
"Female",20,91.6,65.6,2
"Female",20,165.7,67.7,2
"Male",17,212.8,73.4,3
"Female",17,146,61.2,2
"Female",19,140.6,60.6,6
"Female",20,150.5,63.7,3
"Female",19,154,64.1,4
"Female",17,124.8,62,4
"Female",18,116.5,60.3,2
"Male",19,155.7,69.5,4
"Male",17,170.8,69.5,7
"Female",19,125.2,70.2,4
"Male",21,218.9,68.4,4
"Female",17,132.5,62,2
"Male",17,174.5,71.7,3
"Female",18,127.5,60.2,5
"Male",21,204.3,74.7,2
"Female",18,183.5,66.5,4
"Female",19,131.1,68.2,5
"Male",20,141.2,75,3
"Female",17,144.3,56,5
"Male",22,153.3,68.1,3
"Male",17,196.3,73.2,2
"Female",22,152.6,66.2,5
"Female",20,212.3,66.7,2
"Female",18,133.6,68.9,2
"Female",21,145,57.8,2
"Female",21,106.3,64.9,4
"Female",22,143.2,68.9,5
"Female",17,161.1,56.4,2
"Male",19,204.1,63.9,5
"Female",22,173,64,3
"Female",18,134.1,66.2,5
"Female",17,188.6,64.3,2
"Female",18,163.5,61.1,2
"Female",21,114.7,59.7,4
"Female",19,123.6,63.5,2
"Male",18,106.9,74.3,3
"Female",19,104.8,63.8,3
"Male",17,234.5,71,4
"Male",17,115.5,65.3,5
"Female",17,124.3,68.1,5
"Male",17,205.6,68.1,2
"Male",17,115.2,72.3,3
"Male",17,236.8,71.3,4
"Male",19,157.2,74.3,4
"Male",22,215.3,68.1,3
"Female",17,146.7,66.2,5
"Male",21,159.9,69.3,3
"Female",19,103.3,62,2
"Female",21,170.1,58.4,3
"Male",19,211.5,75,3
"Female",21,127.6,64.5,2
"Female",20,197.1,67.2,2
"Female",18,127.9,66.5,2
"Female",17,128.2,60.9,6
"Male",19,136.6,75.7,2
"Female",20,123.7,59.4,2
"Male",17,200.2,71.9,2
"Male",22,157.7,62.5,5
"Male",18,156,65.7,4
"Male",20,186.7,72,2
"Female",19,161.9,66.6,4
"Male",20,252,66,2
"Female",18,145.4,58.1,3
"Female",21,154.4,65.6,2
"Male",19,224.7,73.4,4
"Male",19,207.5,67.3,3
"Male",17,166.5,77.1,3
"Male",19,119.5,72.5,4
"Female",19,157.3,65.9,4
"Female",20,99.9,62.7,3
"Female",20,133.2,63.3,3
"Female",20,161.2,65.6,3
"Female",17,117.7,64.2,3
"Female",20,127.7,67,2
"Male",18,237.7,72.5,2
"Female",18,185.5,62.4,4
"Male",17,163.7,66.6,2
"Male",21,190.8,70.8,4
"Female",18,106.5,62,3
"Male",22,210.6,77.2,3
"Female",18,115.4,63.9,4
"Male",17,128,70.6,3
"Female",18,146,60.7,4
"Male",21,214,69.7,4
"Female",17,138.9,64.9,3
"Female",20,129.1,71.8,4
"Male",21,208.6,76.8,5
"Male",19,164.5,77.3,2
"Male",19,216.3,73.4,2
"Male",19,270,76.5,2
"Male",18,190.6,69.7,3
"Male",21,181.9,68.6,4
"Male",20,227.5,69.6,2
"Male",21,149.7,68.7,2
"Female",19,180.3,66.8,3
"Female",17,173.7,65.2,3
"Male",22,200.3,78.8,3
"Female",18,165.8,67.7,2
"Male",20,157.3,70.3,3
"Female",17,157.5,68.3,4
"Female",22,115.9,68.8,7
"Female",22,147.9,68.5,3
"Male",21,150.7,76.4,2
"Male",21,200.6,72,3
"Male",22,170.4,69.4,2
"Female",21,144.1,61.7,4
"Male",21,176.9,68.5,5
"Male",19,212.2,63.4,3
"Female",17,133,64.4,2
"Female",22,133.8,64.9,3
"Male",18,173.3,68.8,4
"Female",21,135.3,71.8,3
"Female",22,96.1,60.5,2
"Male",22,129,66.6,3
"Female",22,149.6,67,4
"Male",22,172.1,71.3,4
"Female",21,143,60.4,2
"Female",19,132,66.4,3
"Male",20,147.3,82.1,5
"Female",19,161.9,59.7,5
"Male",18,174,69.4,5
"Female",18,144.9,63.7,4
"Male",19,163.5,72.5,3
"Female",21,149,63.6,3
"Female",19,115.6,57.6,3
"Female",17,145.3,60.8,6
"Female",19,132.9,60,3
"Male",18,151.8,65.7,3
"Male",19,185.7,75.8,3
"Female",18,134.1,65.7,3
"Female",17,158.2,59.5,5
"Male",18,113.8,65.8,4
"Male",19,201.5,73.2,5
"Male",17,107.2,65.8,2
"Male",20,117,69.5,3
"Female",19,136.3,64.9,2
"Female",22,166.4,63.1,2
"Male",19,211.5,69.6,2
"Male",21,221.4,75.1,6
"Female",22,185.6,58.8,6
"Female",22,152.2,62.4,2
"Male",21,156.3,73.9,3
"Female",21,157,69.8,2
"Male",22,119.8,75,3
"Female",21,140,62.9,4
"Male",18,156.9,73,5
"Male",22,220.9,69.5,3
"Male",21,115.9,72,2
"Male",19,159.7,65.6,2
"Female",21,94.2,68,7
"Female",18,195,63.8,2
"Female",20,153.6,64.4,5
"Male",22,206.2,77.5,2
"Female",17,126.4,67.3,4
"Female",19,191.1,61,3
"Female",22,110.1,69.7,4
"Male",18,106.9,80.9,2
"Male",20,173.2,74.2,2
"Male",19,151.4,65.8,3
"Female",19,132.8,64.8,3
"Female",21,176.3,63.6,2
"Male",22,160.6,72.6,3
"Female",19,154,68.7,2
"Male",21,162.5,71.9,5
"Male",20,136.1,71.8,4
"Female",22,110.6,59.4,3
"Male",20,185.5,66.3,4
"Male",21,159.4,74.2,2
"Female",22,129.6,61.2,5
"Male",22,232.6,71.4,4
"Male",19,219.7,76.2,4
"Female",22,157,65.6,2
"Female",18,154.3,62.6,3
"Male",22,217.9,74.5,4
"Female",20,123.8,67.6,2
"Female",17,132.3,65,5
"Female",22,186.9,64.9,4
"Male",22,261.3,72.6,5
"Male",21,183.5,71.4,5
"Female",21,175.1,68.6,2
"Male",21,186,67.8,5
"Male",19,169.4,70.5,3
"Male",17,220.4,65.8,5
"Female",21,162.7,73.2,3
"Male",21,185,81.1,3
"Female",22,136.1,64.5,2
"Female",17,115.9,69.2,2
"Female",17,124,65.5,2
"Male",19,241.3,69.9,4
"Male",17,145.1,70.7,7
"Female",19,102.3,60.9,5
"Female",19,193.7,60,2
"Male",21,182.4,70.2,7
"Female",20,114.8,70.1,2
"Female",19,133.3,60,6
"Female",18,144.6,62.7,4
"Female",17,123.4,69.9,2
"Female",18,161.8,71.2,4
"Male",21,214.9,67,5
"Male",19,205.3,70.5,3
"Male",17,231.9,62,5
"Female",21,93.8,65.2,3
"Male",17,254,71.3,2
"Male",18,139.3,62.8,4
"Female",22,126.2,62.5,2
"Female",17,163.4,64.2,2
"Female",22,125.5,61.2,4
"Male",19,205.4,70.8,2
"Female",19,147.5,66.8,4
"Male",18,221.5,63.3,2
"Male",19,209,77.3,2
"Female",20,102.5,61.5,4
"Female",18,115.7,61.3,2
"Female",21,158.4,65.4,6
"Female",19,160.4,68.7,3
"Male",17,211.6,75.3,2
"Female",20,166.2,67.5,3
"Female",21,162.3,65.5,2
"Male",19,235.3,62.6,3
"Male",19,147.1,69.2,2
"Male",17,174,65.1,3
"Female",21,190.2,67.9,5
"Female",20,138.8,61.1,3
"Male",22,183.3,72.8,7
"Female",22,142,66,3
"Female",21,149.6,58.8,2
"Female",20,144.3,65.3,5
"Female",19,215.3,73.4,5
"Female",21,161.3,75.4,2
"Female",19,168.8,69.4,6
"Male",17,217,66.7,2
"Female",22,118.7,70.2,4
"Male",21,121.1,69.2,4
"Female",17,137.2,70,5
"Female",20,170.6,58.4,2
"Male",22,181.4,70.9,4
"Male",18,184.4,68.5,6
"Female",20,132.2,66.4,2
"Female",21,147.3,69.5,3
"Female",22,163.9,64.7,2
"Female",22,156.2,64.3,4
"Male",17,175.3,70.8,4
"Female",17,127.6,67,2
"Female",21,173,58.9,2
"Female",21,102.7,63.1,6
"Female",22,145,65.5,5
"Male",22,175.4,73.6,3
"Female",17,119.9,66.8,2
"Male",22,196.6,76.2,4
"Female",22,139.7,69.6,2
"Female",21,142.6,57.8,3
"Female",20,136.7,64,3
"Female",20,170.8,66.9,3
"Male",22,129.8,72.7,3
"Female",17,131,60.1,3
"Female",19,136,58.4,2
"Female",20,164.3,65.2,4
"Female",18,138.4,69,4
"Female",17,119,66.5,3
"Female",22,177.1,62.9,4
"Female",18,108,67.2,6
"Female",17,159,62.8,3
"Male",21,172.4,72.1,3
"Female",20,133.5,67.4,5
"Female",20,152.7,68.1,4
"Female",18,144.8,61.3,2
"Female",21,179.9,64.8,4
"Male",20,178.2,71.5,5
"Female",17,135.7,66.6,4
"Female",22,212.7,60.3,3
"Female",17,114.8,61.4,3
"Female",21,148.1,63.2,3
"Female",21,140.6,62.4,2
"Male",20,178.3,76.5,3
"Female",21,97.7,63.5,2
"Female",18,97.6,61.6,3
"Male",20,154.4,66.8,3
"Female",22,153.2,60.7,4
"Female",19,151.8,65.2,3
"Female",22,181.3,67.3,2
"Female",21,199.6,61.6,2
"Male",19,195.2,74.6,3
"Male",19,195.8,63.8,3
"Female",21,184.3,67.6,3
"Female",19,184.7,65.4,3
"Female",17,150.4,63.1,2
"Male",20,217.9,68.4,5
"Female",17,166.5,64.7,4
"Female",18,119.7,61.3,4
"Male",22,215.8,63.9,5
"Male",17,160.8,73,2
"Male",17,187.3,65.8,5
"Female",17,127.8,67.7,3
"Male",18,196.2,74.1,2
"Female",21,150.1,66.4,4
"Female",21,126,67.5,4
"Female",18,159.8,63.9,4
"Female",22,134.3,61.6,2
"Female",19,142.7,67.3,4
"Female",20,121.1,61.4,4
"Female",17,146.4,64.9,5
"Female",17,152.5,62.1,7
"Female",17,283,63,4
"Female",21,136.7,64.4,3
"Male",19,198,76.6,4
"Female",22,109.2,65.3,5
"Male",21,170,72.8,2
"Male",17,155.3,67.3,5
"Male",17,197.8,70.7,2
"Female",17,137,72.3,4
"Male",22,113.7,76.6,4
"Female",18,181,62.5,4
"Male",18,170.9,65.9,4
"Male",17,104.3,67.4,4
"Female",18,129,57.2,3
"Female",20,182.9,61.3,2
"Male",17,198.4,65.4,3
"Female",17,155.3,69.4,3
"Male",18,224.5,70.1,5
"Female",18,145.6,64.3,2
"Female",18,124.8,60.3,3
"Male",22,226.8,69.3,2
"Male",22,194.8,77,5
"Female",19,129.8,66.4,3
"Female",18,124.6,65.1,2
"Female",21,132.1,69.6,4
"Female",21,135,63.8,5
"Female",20,163.2,65,4
"Male",20,171.2,67.7,6
"Female",17,91,63.2,6
"Female",17,183.4,71.9,6
"Male",17,177.6,70.3,2
"Female",21,130.2,67.8,2
"Male",19,253,62.6,2
"Male",17,178.7,68.8,2
"Male",21,145.1,66.5,2
"Female",21,138.1,64.3,2
"Male",17,158.7,70.5,3
"Male",22,143,64.3,2
"Female",18,139.1,62.9,3
"Female",18,134.6,62.5,5
"Male",21,175.9,70.3,2
"Male",19,165.9,70.2,3
"Male",20,200.6,67.1,5
"Female",20,176.2,60.2,3
"Female",19,160.5,64.6,4
"Male",20,194.9,65.9,4
"Male",17,146.1,67.8,3
"Male",21,137.2,65.7,4
"Male",22,261.3,71.4,3
"Male",19,155.5,63.4,2
"Female",17,164,67.9,2
"Female",22,134.8,65.8,4
"Female",22,149.1,68.3,3
"Female",17,169.1,64,3
"Male",22,146.7,70.2,4
"Female",21,117.7,64.8,4
"Female",18,136.9,65.4,2
"Male",18,189.1,65.7,4
"Male",18,185.9,72.8,3
"Male",21,230.2,68.9,4
"Male",19,168.3,69.1,6
"Male",17,228.5,62.6,4
"Male",21,168.9,69.2,2
"Female",19,163.2,69,2
"Male",21,120.6,75.2,3
"Male",17,175.8,69.9,3
"Female",18,175.5,66.8,2
"Male",17,201.1,69.5,3
"Female",19,154.5,62.7,2
"Female",17,181.9,62.7,3
"Female",17,123.9,68.2,7
"Female",19,154.7,64,3
"Male",21,240.6,69.5,3
"Female",20,129.7,67.8,2
"Male",19,218.6,71.7,6
"Male",19,149,69.9,2
"Male",21,135.7,72.6,5
"Female",17,120,66.6,2
"Female",22,201.3,61.5,5
"Male",17,244,64.4,5
"Male",20,134.8,67.9,2
"Male",22,181.8,73,2
"Male",18,202.7,73.7,3
"Male",21,233.2,71.4,2
"Female",17,153.7,61.9,3
"Female",20,164.6,70.8,5
"Female",21,109.1,63.7,4
"Male",17,242.5,67.4,2
"Female",18,137.4,63.8,3
"Female",17,102.2,66,3
"Female",17,101.6,58,3
"Female",18,126.2,62.9,5
"Male",17,203.5,72,3
"Male",20,160.9,61.6,3
"Male",20,134.4,70.6,2
"Male",17,159,60.2,2
"Male",19,224,67.1,6
"Male",17,155.9,68.1,3
"Female",22,155.4,69.9,7
"Male",20,197.7,65.1,3
"Male",20,158.3,73.6,3
"Male",20,109.2,75.5,3
"Male",18,158.2,74,3
"Male",18,153,67.9,2
"Female",19,119.1,65.9,4
"Male",20,171.8,70.7,6
"Female",19,118.3,64.8,3
"Female",18,163.2,66.3,4
"Female",22,120.4,66.4,7
"Female",22,205.1,68,3
"Male",17,207.1,70,5
"Male",18,151.2,68.2,2
"Male",22,173.6,76.7,5
"Male",22,277,70.5,2
"Female",18,175.2,67.3,3
"Male",20,168.5,71.8,5
"Male",18,226.1,70,5
"Female",20,141.1,57,4
"Female",19,128,65.7,5
"Male",20,132.1,71.3,2
"Female",21,174.6,68.2,2
"Female",19,153,64,2
"Female",18,130.9,67.6,3
"Female",18,152.4,69.5,4
"Female",17,142.8,62.2,4
"Male",18,192.9,71.4,3
"Female",20,172.5,67.7,2
"Female",17,150.8,67.7,3
"Female",17,190.8,71.6,3
"Male",20,123.6,69.2,3
"Male",20,209.4,71.4,4
"Female",18,152.6,65.6,3
"Female",21,133.3,71.4,2
"Male",17,162.5,65,3
"Female",21,131,69.7,4
"Female",18,155.6,61.6,7
"Female",19,126,67.6,2
"Female",20,120.1,59.3,4
"Male",22,210.8,68.8,3
"Male",22,207.1,63.7,5
"Female",21,146.7,57.4,3
"Male",21,248.8,69.9,2
"Male",18,199,79,4
"Female",22,92.9,62.3,3
"Male",22,131.6,77.1,4
"Male",20,170.4,69.2,3
"Male",22,158.8,64.3,3
"Female",17,167.9,60.1,2
"Female",19,141.6,63.9,5
"Male",22,202.8,64.5,6
"Female",21,153.2,65.4,2
"Female",22,135.6,69.1,2
"Female",21,147.7,63.1,3
"Female",20,161.9,62.8,5
"Male",19,211.2,69.2,2
"Female",19,187.3,67.3,6
"Female",22,147.6,70.8,4
"Male",17,221.1,75.7,2
"Male",18,194.1,69.7,2
"Female",17,151.9,62.9,3
"Female",21,182.7,61.2,7
"Female",19,162.8,64.6,2
"Male",21,149,65.5,4
"Female",18,123.8,67.5,3
"Female",22,156.4,60.1,2
"Male",22,114.4,73.7,3
"Male",17,184,75.4,3
"Male",20,182.8,74.7,4
"Female",21,189.5,65.9,2
"Female",21,104.8,63.3,4
"Male",19,217.4,74.6,4
"Male",19,204.8,70,3
"Female",20,177.4,69.1,3
"Male",19,163.6,70.6,4
"Male",17,227.1,71.8,4
"Male",17,250.3,72.2,6
"Female",22,116.3,68.1,3
"Female",19,107.7,58.3,5
"Male",20,199.7,70.2,2
"Female",17,147.5,68.7,2
"Female",20,157.6,64.4,3
"Male",17,243.9,69.1,3
"Female",20,185.5,68,7
"Male",17,241.1,65.5,3
"Female",18,130.8,68,4
"Female",18,148.6,62.7,2
"Female",21,135.8,64.5,3
"Female",22,150.6,72.5,3
"Female",18,138.3,66.6,2
"Male",19,226.5,68,5
"Female",22,143.2,63.3,4
"Male",21,218,70.6,2
"Female",21,161.4,62.5,3
"Male",20,134.4,71.8,2
"Male",17,203,70.3,3
"Female",20,131.1,58.9,2
"Female",17,180.6,64.2,3
"Female",19,142.1,67,4
"Female",22,166.6,64,4
"Female",19,134.7,61.9,3
"Female",22,109.3,69.1,5
"Female",19,138.5,71,2
"Female",18,151.1,69.2,3
"Female",17,159.3,62.5,5
"Male",20,264.8,66.1,2
"Female",19,149,65.8,3
"Female",22,94.9,64.6,4
"Female",17,149.4,66.4,2
"Male",19,244,67.1,2
"Female",21,174.3,65.2,3
"Female",21,159.5,68.3,6
"Male",19,100.7,68.5,4
"Female",17,140,66,4
"Male",22,144.2,68.2,3
"Female",20,94.2,68.8,3
"Female",18,110.3,65.4,6
"Male",21,173.7,67.5,2
"Male",18,177.4,75.5,3
"Female",19,120.9,65.3,2
"Female",20,109.3,59.6,5
"Female",19,134.7,61.8,2
"Male",19,236,75.2,2
"Female",22,201.1,62.7,4
"Female",17,165.2,61.5,3
"Male",21,181.8,78.2,4
"Female",17,152.5,60.9,3
"Male",17,146,72,4
"Female",22,132.7,65.5,2
"Female",19,107.9,63.8,2
"Male",22,156.6,62.8,4
"Male",20,151.9,66.9,2
"Female",18,155.8,66.6,2
"Female",18,120.2,60.4,3
"Female",18,173.1,68.1,4
"Male",22,166.8,63.1,7
"Female",18,130.8,67.9,3
"Male",19,226.2,68.5,2
"Male",17,189.1,68.4,4
"Female",17,190.3,66,2
"Male",18,230.8,64.6,2
"Female",21,124.1,65.5,3
"Female",22,99.5,68.8,3
"Female",20,102.1,58.2,2
"Male",19,223.2,70.6,4
"Female",20,118.1,57.2,2
"Female",22,176.4,66.5,3
"Female",21,124,62.4,2
"Female",19,155.4,60.5,6
"Male",18,208.7,63.6,4
"Male",20,177.1,70.6,3
"Female",20,115.4,74.6,4
"Male",20,193.3,63.7,3
"Male",17,184.2,68,7
"Female",20,109.7,64.5,3
"Female",21,143.7,65.7,6
"Female",21,110.5,64.4,2
"Female",17,145.4,66,2
"Male",21,182.9,70.4,3
"Female",17,111,66.3,3
"Female",18,146.7,63.4,5
"Male",20,146,67.4,5
"Female",19,126.1,66.9,4
"Female",18,168.6,60,4
"Male",19,194.3,75.3,6
"Female",17,173,70.2,4
"Female",22,153.4,59.4,5
"Female",18,158.3,64.4,4
"Male",22,189.5,66,3
"Male",17,216.6,70.7,2
"Male",19,203.4,67.7,5
"Female",17,149.5,67.1,5
"Female",21,172.2,63.2,7
"Female",18,181.9,69.8,3
"Female",22,154.8,71.5,4
"Male",22,226,65.8,3
"Male",17,170.3,76.5,4
"Male",19,187.4,69.5,4
"Female",19,101.3,59.6,7
"Female",21,161.5,58.7,4
"Female",19,142.9,62.6,4
"Female",18,230.8,63.1,4
"Male",17,144.3,67.6,3
"Male",21,144.4,70.7,3
"Male",18,246.3,70.3,3
"Female",22,164,67.5,2
"Female",17,153.4,63.7,4
"Male",19,191.2,71.5,4
"Female",18,152.2,66.1,2
"Female",17,131,67.7,4
"Male",21,118.7,70.9,4
"Female",19,139.8,69.3,4
"Female",19,155.7,60.9,2
"Male",20,135.8,71.6,6
"Female",22,141.9,64.3,4
"Male",17,131.3,65.9,7
"Male",22,231.3,78.2,4
"Female",21,140.4,61.7,3
"Female",20,128,60.2,3
"Female",22,137.6,67.8,3
"Male",20,218.5,67,3
"Female",19,139.1,65.6,3
"Male",18,194.5,69.7,5
"Female",18,163.8,73.4,2
"Female",20,203.8,65.1,2
"Male",22,191.2,69.5,5
"Female",19,110.4,62.8,3
"Female",18,155.8,65.6,3
"Male",17,235.8,70.2,3
"Male",18,160.8,64.3,2
"Female",20,205,62.5,2
"Female",21,141.7,65.5,2
"Female",21,111.9,69.6,2
"Female",19,126.8,64.7,4
"Female",22,143.1,62.7,2
"Female",20,156.6,67.3,3
"Female",20,116.3,65.1,5
"Female",20,95.1,67.3,2
"Male",20,174.3,65.2,4
"Male",18,216.2,68.2,3
"Male",20,180.9,71.1,4
"Female",22,137.8,68,7
"Female",22,124.9,67,4
"Female",20,120.4,67.8,2
"Male",22,187.5,71.7,4
"Female",21,110.2,67.7,5
"Male",21,181,78.8,4
"Male",18,185.2,66.4,5
"Female",22,103.1,67.5,3
"Female",20,105.4,60.6,2
"Male",20,218.7,69.6,2
"Male",20,219.2,77.5,3
"Female",20,175,65.2,5
"Female",19,131.6,65.9,3
"Female",20,116.5,63.5,4
"Male",19,200.8,65.1,7
"Female",22,108,63,2
"Female",18,169.9,60.3,2
"Female",20,142.8,60,4
"Female",21,125.8,64.6,4
"Male",22,148.9,69.2,2
"Female",18,130,66,2
"Male",18,183.8,76.8,2
"Female",22,156.9,69.3,3
"Female",22,122.6,65.2,2
"Male",19,176.5,61.5,3
"Male",18,194.9,64,2
"Female",19,141.4,65.9,3
"Female",18,170.8,67.3,2
"Female",19,139.4,66.2,5
"Female",22,148.3,63.7,2
"Male",18,222.5,70.8,2
"Female",19,124.7,69.1,2
"Female",19,129.9,62.8,6
"Female",18,163.4,69.9,3
"Female",22,146.9,56.5,4
"Male",17,222.3,65.4,3
"Female",20,165.5,62.8,3
"Female",20,139.2,68.1,7
"Male",21,225.5,61.9,2
"Female",18,146.9,69.3,3
"Male",20,143.9,75.3,2
"Female",17,160,63.1,2
"Male",18,188.8,68.1,2
"Male",22,175.6,68.4,5
"Female",20,114.5,67,2
"Male",20,163.3,75.5,3
"Female",21,148.4,58.3,7
"Female",19,112.6,70.6,4
"Male",20,102.4,68.9,4
"Female",20,110.4,64.3,2
"Female",21,105,66,3
"Male",21,187.5,77.2,2
"Female",20,180.1,70.5,3
"Female",22,134.3,65.1,2
"Female",17,105.8,68.7,3
"Male",19,230.5,69.5,4
"Male",19,173.8,64.7,6
"Male",17,261.1,75.4,3
"Male",19,162.1,67.5,2
"Male",20,139.9,66.9,5
"Female",20,160.7,63,5
"Female",18,167.2,72.2,4
"Female",17,142.7,65.2,6
"Male",20,167.3,71.7,3
"Female",17,107.7,71.4,5
"Male",22,186,78.9,4
"Male",17,194.8,72.8,3
"Male",17,124.8,66.5,3
"Male",19,126.7,69.4,5
"Female",18,249.5,63.6,2
"Female",21,127.6,68.3,3
"Male",21,118.5,71.1,3
"Female",21,132.4,62,3
"Male",21,133.6,73.8,5
"Female",21,162.1,64.5,3
"Female",22,152.3,65.2,3
"Female",18,199.1,62.4,5
"Female",20,133.2,67,4
"Female",20,171.6,67.7,6
"Female",22,133.3,66.5,5
"Male",22,165.1,69.4,5
"Female",17,171.5,70.8,2
"Male",18,169.8,73.5,2
"Male",19,222.9,68.7,3
"Male",18,130.9,62.4,4
"Male",18,144.4,67.9,4
"Male",20,148.9,67.9,6
"Female",21,140.5,66.3,4
"Female",22,117.8,65.6,6
"Male",21,268.6,72.6,7
"Female",18,110.6,68.6,3
"Male",22,161.4,67.3,4
"Female",22,92.9,69.9,6
"Male",17,166,68.2,3
"Male",18,165.3,69.2,2
"Male",19,169.3,66.8,4
"Male",21,176.4,63.7,2
"Female",21,119.5,60,6
"Female",17,114.7,61.3,4
"Female",19,157.4,70,3
